sentence	label
play the it could only happen with you album by lawrence 	2
play me a song by avispa music from 1965 	2
play some best selling rave songs 	2
play my springtime playlist 	2
play a top song by carson parks on groove shark 	2
play lastfm by steampunk 	2
open pandora and play udhreko choli from chowdiah 	2
play an eighties track 	2
play blues on vimeo 	2
play tujiko noriko s ten years and running 	2
play a 2007 track from adam jones 	2
play music on the playlist urban hits 	2
play some music from roberto carlos 	2
play rhythmic 	2
play some katiejane garside on vimeo 	2
play water under the bridge by hariprasad chaurasia 	2
play spotify 	2
play best fourties from david izquierdo on album 	2
play music off the track child maurice 	2
play me a song on pandora 	2
play a record from 1950 	2
play the best music by arthur johnston 	2
play jazz music by zvooq 	2
play neutrons by seun kuti 	2
play ballad from mandy moore 	2
play music from the seventies for me 	2
play some latin music 	2
play the song victim of changes from hawkshaw hawkins on spotify 	2
play annet artani soundtrack on slacker 	2
play stereo by jonathan davis on deezer 	2
can you play a song off the album jungle 	2
will you play my nuestros 80 playlist 	2
play rob dougan on youtube 	2
turn on last fm to listen to chara ballad from 1988 	2
play music on itunes from artist jessica delfino 	2
play soheila zaland 	2
open youtube and play iron mountain depot from john lomax 	2
play some gotye 	2
play luis alfonzo larrain from 1995 	2
play robert stoddard from 1988 	2
i want to hear a silvia night ep from the sixties 	2
play some gangsta music 	2
play giovanni battista guadagnini s 1982 tracks 	2
play something by chris knight 	2
play music from 2010 by jason donovan 	2
play robert fripp sound track on pandora 	2
would you please play me a symphony from 1995 	2
play music by deenanath mangeshkar 	2
play change has come on google music 	2
play mere lapsed by marilyn moore 	2
play music form the fourties with slacker 	2
play music using last fm 	2
play some seventies music by janne puurtinen on youtube 	2
can i listen to music from the easy listening genre 	2
can i hear a song by david hodges 	2
play a popular song by willie dixon on groove shark 	2
i want to hear opera on netflix 	2
play music from the top 5 from artist kenia arias 	2
i want to hear music from carman from the 1966 album 	2
play some david mallett on last fm 	2
play some music from 1958 on deezer 	2
play elitsa todorova music 	2
play goldie hill s record on google music 	2
open deezer and play inyecci n musical 	2
play paul riley on youtube 	2
play a record from 2010 	2
play steve harris false gestures for a devious public album 	2
play a song on zvooq 	2
play the top 20 rita macneil songs 	2
play the gary chaw album 	2
play noche de chicas playlist 	2
play a 1974 sound track on vimeo 	2
play a tune from 2000 by bronislau kaper 	2
play a sudden rainstorm playlist 	2
play my trabajo relax playlist 	2
play the newest by exuma 	2
play i could write a book 	2
please play something on last fm 	2
on deezer play fourties tunes by jona bechtolt and a ballad 	2
i want to listen to a concerto from timour moutsouraev 	2
play 1990 tunes on groove shark 	2
play a music theme by anna nikolajewna jessipowa 	2
play some music from victor kunonga 	2
play good music by general woo on deezer 	2
play music from the thirties 	2
play movement music from sheryfa luna 	2
play dhafer youssef top twenty on netflix 	2
play some noise music on netflix 	2
please play a song off the curtis lee album rough diamonds 	2
play the top twenty from alexander braginsky 	2
play a top fifty ballad by linda strawberry on google music 	2
play paula campbell music from 1993 	2
i need to hear a thirties soundtrack 	2
can you play some music on youtube 	2
play album from maureen mcgovern 	2
play some fourties music on vimeo 	2
please use itunes to play something from 1986 	2
turn on last fm 	2
play igor nikolayev music from the fourties 	2
in google music play the top singles released in 1972 	2
play frankie laine 	2
play fereydoun farrokhzad best track 	2
play the song long live love 	2
play me something by funtwo 	2
play crucifixion on deezer 	2
play music by odd nosdam 	2
play kisaki on pandora 	2
can you play that last ep from the twenties 	2
play new teo macero 	2
play say a word by la india 	2
play songs from the sixties 	2
play some music by karl blau 	2
i want to hear song for adam 	2
play symphony music from the fourties with google music 	2
play kim wilde by mike scott on slacker 	2
i m looking for the last track by fei yu ching from the fourties 	2
play a sound track by mac dre 	2
play the top twenty tracks of ron jarzombek 	2
play a popular gurdas maan track 	2
play some music from 1995 	2
play music on iheart 	2
i want to hear gloryhole from mani off of lastfm 	2
play the best 1981 sound track from ric fierabracci 	2
i want to hear some bill black chant music 	2
play the song drifting on a reed by bobby g 	2
i want to hear ding dong bell on groove shark 	2
play 2007 tunes by bunny berigan 	2
play the most popular twenties record from leland sklar 	2
could you play the album b men gah by nathaniel shilkret 	2
play ngola ritmos top ten songs 	2
play me a top ten song by phil ochs on groove shark 	2
play some songs from the fourties by yoshiki fukuyama 	2
play new music from liang wern fook 	2
play itunes songs by gerard way 	2
wish to hear music from the year 1996 	2
rate the current essay a one 	4
rate the summer job 5 stars 	4
please rate this book and album 4 to 6 stars 	4
rate this novel 0 of 6 stars 	4
rate this album a 1 	4
give this book four stars as a rating review 	4
rate the current novel two points 	4
i think this textbook should have a rating of four and a best rating of 6 	4
i gave chart throb 4 of 6 stars 	4
i would give the call of the toad a value of zero and a best rating of 6 	4
rate the current textbook 0 out of 6 	4
rate the loneliness of the long distance runner 0 points 6 	4
give four out of 6 star to this novel 	4
give five out of 6 to this book 	4
rate this book series zero out of 6 points 	4
give this a four for the next series of points 	4
give this album 1 stars 	4
give two out of 6 points to current album 	4
this book gets a 1 out of 6 rating from me 	4
rate the ninth key 3 of 6 points 	4
rate this essay two stars 	4
rate the archivist three out of 6 stars 	4
rate the current book a three 	4
four points for this essay 	4
rate this album 2 of 6 	4
rate this album a five 	4
rate the current chronicle series 4 out of 6 points 	4
rate if tomorrow comes 2 of 6 stars 	4
i d give the quotations from chairman mao tse tung saga two of 6 stars 	4
i give the following saga a 5 	4
give this book a rating of four out of 6 	4
rate this saga 1 points 	4
rate this textbook 2 out of 6 	4
when religion becomes evil is only worth 1 stars 	4
this next essay is worth five 	4
give the current essay 5 6 stars 	4
give zero out of 6 points to the false peace 	4
rate the nightmare fair five out of 6 stars 	4
i want to rate a long short war series a four out of 6 	4
rate this chronicle a 4 	4
this album deserves a 0 of 6 possible 	4
i want to give this book zero 	4
give song of scarabaeus five of 6 stars 	4
i d give the current essay five points 	4
rate the daughter of the empire three out of 6 	4
rate the apocalisse saga one out of 6 points 	4
i give the road from elephant pass four stars 	4
give 3 star to this essay 	4
rate the breaking point a three 	4
give the book buzz about bees a 2 star rating out of 6 	4
rate illness as metaphor 5 of 6 	4
give this album a three 	4
i think that this book deserves a 3 	4
i give the last textbook one out of 6 points 	4
rate the current book five of 6 	4
rate the egg collecting and bird life of australia saga a one 	4
rate and no more shall we part chronicle 4 	4
give one to this novel 	4
rate the scoop 4 of 6 stars 	4
give the current textbook five stars 	4
i rated the island of adventure saga a 2 of 6 	4
give 2 out of 6 points to current essay 	4
rate three men out a three 	4
a sport and a pastime is a solid 5 out of 6 points 	4
give 5 stars to this book 	4
rate this book titled the clue in the old album one out of 6 stars 	4
rate the art of struggle 3 	4
rate leap into darkness 1 points 	4
rate merlin effect a 0 	4
rate this saga two out of 6 points 	4
rate current book 0 stars 	4
i think memorial day should have a rating value of 3 and a best rating of 6 	4
i would rate this novel a 5 and a best rating of 6 	4
i want to give the current saga 0 stars 	4
rate this textbook four of 6 points 	4
i m rating the book tomorrow two out of 6 stars 	4
give one out o 6 stars to this chronicle 	4
rate this novel 5 stars 	4
rate the current essay a four 	4
rate the book whit a zero 	4
rate the book dies the fire one points 	4
i would like to rate hive propolis 4 stars with a best rating of 6 	4
rate nothing lasts forever a value of 3 	4
the amityville the evil escapes chronicle is only a 1 out of 6 	4
give the dark abode chronicle 2 out of 6 points 	4
i would rate that old ace in the hole one stars and a best rating of 6 	4
give the current chronicle three points 	4
rate the current essay five out of 6 stars 	4
rate current book 2 of 6 	4
rate this essay with three of 6 	4
i give the penalty three stars 	4
i would give the all that fresh out the box saga a rating of 2 points 	4
rate the current book a four 	4
my life as a fake is one out of 6 	4
give two points out of 6 to this essay 	4
i am rating this book 5 out 6 points 	4
out of 6 rate this a zero for memories of the ford administration 	4
rate pastwatch the redemption of christopher columbus chronicle zero points 	4
rate this novel 5 out of 6 stars 	4
rate the current essay with 4 points 	4
give four stars out of 6 to current book 	4
rate this current essay 4 out of 6 stars 	4
